Comment,Polarity,Sentiment
"As soon as something becomes liked broadly - it must be destroyed by the woke machine. Its marxism in its essence. To ruin humans you ruin their culture. Destroy the family, ruin everything people in general like. Eat bugs. Thats Marxism.<br>Just _look at Disney_. Everyone loved Disney - it created a common ground for people. Now its destroyed and divisive by ruining what people liked.",0.21607142857142853,Positive
Thanks Matt!,0.25,Positive
Makes one movie:,0.0,Neutral
It was horrible,-1.0,Negative
I like Matt Walsh but he just states the obvious. He never blows your mind w his views. Idk if that a testament to how crazy the world is or what,-0.3,Negative
A couple of sequels that worked that I’m pretty sure were unplanned were Terminator 2 and Aliens.,0.375,Positive
"I loved the first this one is okay, but the pacing is so slow! The singing at times is terribly off key and it slows the packing down. I just admit that I don’t fully understand it. I have the feeling that he’s the brith or the joker and inspired someone else to become the “real” DC Joker. Perhaps even the psychopath at the end as you see him do something with a knife that may hint at something Leder’s joker had.<br>But it’s still a great social mirror. The first was about the problems in the US with mental health that didn’t get diagnosed or solved and created these mass murderers. This is more about society yearning for disruption and unrest and someone who stands up against what they see “the establishment”.<br><br>But I don’t see the 190 million dollars budget.",0.12329059829059828,Positive
330 in and matt is wrong! Aliens and Terminator 2,-0.625,Negative
I thought the first movie sucked. That’s why I didn’t even bother with the second. I could barely stay awake during the first,0.1375,Positive
"Oo, scary foreign language!  Folly a doo!",-0.34765625,Negative
"A great exception, the second of the Mad Max movies.",0.05833333333333335,Positive
"Joker 2 is embarrassing .. <br>These directors do as they please without any consequences for their actions. <br><br>Hey Hollywood, I ve got a couple of ideas: <br><br>- Joker vs Jason in the afterlife,<br>-  Saving private Joker or <br>-  Indiana Joker in the temple of doom.",0.0,Neutral
"The problem was the director didn&#39;t like the movie he did was a scathing indictment of the very ideology he embraces.  He also lied  to the fans, and made it where the sequel ended doing what he claimed he wouldn&#39;t do: he linked his films both to Christopher Nolan&#39;s Trilogy AND to <b><i>The Batman</i></b> at the very same time he wrecked his own film!",0.08750000000000001,Positive
"Matt! Tell us what you think of The Rings of Power? As a Tolkien fan, I am so torn!",0.0,Neutral
"Empire strikes back wasn’t planned. Definitely an exception to the rule, but worth mentioning.",0.09999999999999999,Positive
sounds like what they did in Matrix 4.,0.0,Neutral
"Actually, Back to the Future was one of the few sequels that was not planned- but was sill highly respected. The makers of the original BTTF said the ending was simply a fun idea. If they knew they were going to make a sequel, they would not have let Marty&#39;s girlfriend Jennifer going the adventure.",0.10583333333333333,Positive
I loved it. Don’t know what y’all are mad about,0.03749999999999998,Positive
Terminator 2,0.0,Neutral
"Maybe I&#39;m alone, but I watched exactly 1 hour of Deadpool &amp; Wolverine last night and it was garbage. More of Disney&#39;s obsession with the multiverse and split timelines, constantly jumping from one reality to another. It was miserable, nihilistic garbage in drab, depressing settings the whole time. I guess this was supposed to be offset by Deadpool&#39;s smart-ass quips, but they were so constant and endless that I just wanted him to STFU. <br><br>Everything about it tells me it was written by miserable post-modernists who want us to bask in the glory of tearing down and deconstructing our favorite franchises. Marvel must have fired all their original writers &amp; directors because its&#39; otherwise impossible to fathom how they&#39;ve fallen this far.",-0.10814814814814815,Negative
Honestly(I’m not included in this) but most of the General public’s is just waiting for it to hit streaming.,0.18333333333333335,Positive
sequels suck !!!,0.0,Neutral
It should be illegal to release movies this terrible,-0.75,Negative
"Once the world heard it was a MUSICAL, everyone checked out. When will they realize we don&#39;t want damn musicals?!!! Cheers!",0.0,Neutral
"the boy II , is an awful sequel.  the first one is actually good.",-0.01666666666666668,Negative
Philips is a jew. Very weird.,-0.65,Negative
you need to make an Am I Racist? sequel.,0.0,Neutral
Legit one of the worst movies I’ve ever seen,-1.0,Negative
Alien$,-0.25,Negative
😂 they thought placing lady Gaga in the movie and forget about the quality of the script would do it. SMH 🤦‍♀️,0.0,Neutral
"An important omission, that Americans continuously, almost purposely overlook, is that, Phillips, is a JEW. And his Bolshevism glowed throughout this movie.",0.4,Positive
Wasn&#39;t the Joker one of the characters on the old batman TV show.  Are they still making movies about this adolescrent stuff?  Who watches it?,0.1,Positive
"Personally, I was enthralled by the sequel, as was I enthralled by Megalopolis, which was also widely disapproved by the audience and critics.",-0.05,Negative
"Matt, when you bring me out, can you introduce me as Woker?",0.0,Neutral
Why wasn&#39;t it called Joker face? Missed opportunity lol,0.8,Positive
"Joker 2 is a damn near masterpiece, all the bozo neck beards who idolize the joker for whatever reason are just mad they didn’t get to see their hero go on a killing spree or blow up hospitals (who shouldn’t be anyone’s hero or someone anyone thinks is a good guy). This is a grounded take on the joker and it feels like people forget that. In reality this is a mentally ill man who driven to murder by society and the system letting him down. We can sympathize with his plight but at the end of the day he is a murderer. If you don’t like that wah wah go watch the latest marvel movie. This isn’t your average cookie cutter super hero ip sequel, this is an artistic original piece of film. Unlike the first which is just a Scorsese rip off.",0.10555555555555554,Positive
"《JOK3R: Two and a Half Psychopaths》<br>...Hell, i say Finish the Trilogy!!!<br><br>~Zach Galifianakis as &quot;The New Joker&quot; (aka &quot;The Clown King of Crime&quot;)<br>~Many Babies as &quot;Joker Jr.&quot; (aka &quot;The Little Clown Prince&quot;) in a Baby Carrier<br>~&amp; Lady GaGa as &quot;Lee&quot; (aka &quot;The Queen of GaGatham&quot;)<br><br>✌🤡👍",0.008049242424242424,Positive
T2 (Terminator 2) was the best sequel ever!,1.0,Positive
Why?,0.0,Neutral
Rocky 5 and Rocky Balboa are my reason for being. I can’t identify with Matt’s assessment of unplanned sequels or prequels for that matter.😊,0.0,Neutral
"The Joker is supposed to be the depravity of society embodied and we got the embodiment of lame writing instead. They should recall the sequel, apologise to the fans, and make a better one.",0.0,Neutral
I was so excited for the sequel. Then I saw the trailer a few months ago and never gave it another thought again.,0.0875,Positive
&quot;Joker 2: The Joke&#39;s On US&quot;.,0.0,Neutral
The original movie didn&#39;t make a billion dollars because of the ticket sales from incels,0.375,Positive
Terrifier 3 will be a more profitable clown movie. 2 mil budget,0.5,Positive
Avatar 2 did fairly well,0.7,Positive
Funny thing is even the people they were trying to appeal to think the movie is trash as well.,0.25,Positive
Aliens - was a great sequel that was unplanned but better than the original.,0.5583333333333333,Positive
not a mis-step.  they ruined in on purpose just like they did star wars.,0.0,Neutral
Spider-Man 2,0.0,Neutral
Not sure if Home Alone 2 was planned.,-0.25,Negative
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=60"">1:00</a> Even worse it dropped 90% the second weekend breaking a record for the biggest drop",-0.2,Negative
It’s GARBAGE!,0.0,Neutral
What did you expect when you put this monster of lady gaga in this kind of movie? Even before he came out no one wanted to see it because of her.,0.6,Positive
"I disagree that unplanned sequels are usually terrible. Shrek 2, Toy Story 2 &amp; 3, How To Train Your Dragon 2, Kung Fu Panda 2, Alien 2, Nightmare on Elm Street 3, and others. In general he is probably right, but so many exceptions.",-0.08285714285714285,Negative
"People are just blinded by their expectations of what this movie should&#39;ve been. This is honestly a great film, and a perfect continuation of the first.",0.6833333333333332,Positive
"What is sad is that Hollywood and the comic book industry took characters originally designed for children and have perverted superheroes and villains and have confused good vs. evil. Superheroes are no longer individuals with high moral standards who always do what is right. Look at Marvel. They pushed it with PG-13 content, but, since they were making money, they kept pushing. Temporarily, they had a huge following. However, that generation gets older and moves on. Then, you end up with a product that cannot be shared with children - too dark, too mature, and not enjoyable.",0.00915873015873016,Positive
